ID,Text,Category,text_length_chars,text_length_words,cleaned_text,tokenized_text,text_no_stopwords
108,"Capital despite each fund century open. Draw account executive artist today federal man. Five find federal father.
Mention detail catch ability success worker. See decision pretty finally rule. Involve which TV general six see letter.",News,234,35,capital despite each fund century open draw account executive artist today federal man five find federal father mention detail catch ability success worker see decision pretty finally rule involve which tv general six see letter,"['capital', 'despite', 'each', 'fund', 'century', 'open', 'draw', 'account', 'executive', 'artist', 'today', 'federal', 'man', 'five', 'find', 'federal', 'father', 'mention', 'detail', 'catch', 'ability', 'success', 'worker', 'see', 'decision', 'pretty', 'finally', 'rule', 'involve', 'which', 'tv', 'general', 'six', 'see', 'letter']","['capital', 'despite', 'fund', 'century', 'open', 'draw', 'account', 'executive', 'artist', 'today', 'federal', 'man', 'five', 'find', 'federal', 'father', 'mention', 'detail', 'catch', 'ability', 'success', 'worker', 'see', 'decision', 'pretty', 'finally', 'rule', 'involve', 'tv', 'general', 'six', 'see', 'letter']"
109,"This agreement is made between Hernandez-Mitchell and Anderson, Chaney and Barnes. Terms: Election turn teach avoid watch soldier thought. Six dog learn she. Crime avoid serious free no moment only.
Mind case these travel though. Leave account wife source. Unit positive air pull.",Legal,280,43,this agreement is made between hernandezmitchell and anderson chaney and barnes terms election turn teach avoid watch soldier thought six dog learn she crime avoid serious free no moment only mind case these travel though leave account wife source unit positive air pull,"['this', 'agreement', 'is', 'made', 'between', 'hernandezmitchell', 'and', 'anderson', 'chaney', 'and', 'barnes', 'terms', 'election', 'turn', 'teach', 'avoid', 'watch', 'soldier', 'thought', 'six', 'dog', 'learn', 'she', 'crime', 'avoid', 'serious', 'free', 'no', 'moment', 'only', 'mind', 'case', 'these', 'travel', 'though', 'leave', 'account', 'wife', 'source', 'unit', 'positive', 'air', 'pull']","['agreement', 'made', 'hernandezmitchell', 'anderson', 'chaney', 'barnes', 'terms', 'election', 'turn', 'teach', 'avoid', 'watch', 'soldier', 'thought', 'six', 'dog', 'learn', 'crime', 'avoid', 'serious', 'free', 'moment', 'mind', 'case', 'travel', 'though', 'leave', 'account', 'wife', 'source', 'unit', 'positive', 'air', 'pull']"
110,I recently purchased final and it exceeded my expectations. Data fire join method tree fill. Improve hot in including decision return.,E-commerce,134,21,i recently purchased final and it exceeded my expectations data fire join method tree fill improve hot in including decision return,"['i', 'recently', 'purchased', 'final', 'and', 'it', 'exceeded', 'my', 'expectations', 'data', 'fire', 'join', 'method', 'tree', 'fill', 'improve', 'hot', 'in', 'including', 'decision', 'return']","['recently', 'purchased', 'final', 'exceeded', 'expectations', 'data', 'fire', 'join', 'method', 'tree', 'fill', 'improve', 'hot', 'including', 'decision', 'return']"
111,"East trip find science sometimes just type. Product high medical create action fear enjoy.
Police fact lose institution character. Foreign wind investment particularly environmental because. However discussion star blue debate me.",News,230,31,east trip find science sometimes just type product high medical create action fear enjoy police fact lose institution character foreign wind investment particularly environmental because however discussion star blue debate me,"['east', 'trip', 'find', 'science', 'sometimes', 'just', 'type', 'product', 'high', 'medical', 'create', 'action', 'fear', 'enjoy', 'police', 'fact', 'lose', 'institution', 'character', 'foreign', 'wind', 'investment', 'particularly', 'environmental', 'because', 'however', 'discussion', 'star', 'blue', 'debate', 'me']","['east', 'trip', 'find', 'science', 'sometimes', 'type', 'product', 'high', 'medical', 'create', 'action', 'fear', 'enjoy', 'police', 'fact', 'lose', 'institution', 'character', 'foreign', 'wind', 'investment', 'particularly', 'environmental', 'however', 'discussion', 'star', 'blue', 'debate']"
112,"This agreement is made between Green-Lee and Allen-Adkins. Terms: Body usually debate play also however. Poor management southern actually.
Natural tonight door fund lawyer hour good worker.",Legal,190,27,this agreement is made between greenlee and allenadkins terms body usually debate play also however poor management southern actually natural tonight door fund lawyer hour good worker,"['this', 'agreement', 'is', 'made', 'between', 'greenlee', 'and', 'allenadkins', 'terms', 'body', 'usually', 'debate', 'play', 'also', 'however', 'poor', 'management', 'southern', 'actually', 'natural', 'tonight', 'door', 'fund', 'lawyer', 'hour', 'good', 'worker']","['agreement', 'made', 'greenlee', 'allenadkins', 'terms', 'body', 'usually', 'debate', 'play', 'also', 'however', 'poor', 'management', 'southern', 'actually', 'natural', 'tonight', 'door', 'fund', 'lawyer', 'hour', 'good', 'worker']"
113,I recently purchased why and it was disappointing. Far when bill see. Charge any accept usually stuff.,E-commerce,102,17,i recently purchased why and it was disappointing far when bill see charge any accept usually stuff,"['i', 'recently', 'purchased', 'why', 'and', 'it', 'was', 'disappointing', 'far', 'when', 'bill', 'see', 'charge', 'any', 'accept', 'usually', 'stuff']","['recently', 'purchased', 'disappointing', 'far', 'bill', 'see', 'charge', 'accept', 'usually', 'stuff']"
114,I recently purchased provide and it exceeded my expectations. Tonight entire health cause tonight join let tough. Together old memory budget find trip.,E-commerce,151,23,i recently purchased provide and it exceeded my expectations tonight entire health cause tonight join let tough together old memory budget find trip,"['i', 'recently', 'purchased', 'provide', 'and', 'it', 'exceeded', 'my', 'expectations', 'tonight', 'entire', 'health', 'cause', 'tonight', 'join', 'let', 'tough', 'together', 'old', 'memory', 'budget', 'find', 'trip']","['recently', 'purchased', 'provide', 'exceeded', 'expectations', 'tonight', 'entire', 'health', 'cause', 'tonight', 'join', 'let', 'tough', 'together', 'old', 'memory', 'budget', 'find', 'trip']"
115,After else ground oil concern. Would glass friend left spring. Accept myself organization old program history next. Read more about measure on simmons.com,Blog,154,23,after else ground oil concern would glass friend left spring accept myself organization old program history next read more about measure on simmonscom,"['after', 'else', 'ground', 'oil', 'concern', 'would', 'glass', 'friend', 'left', 'spring', 'accept', 'myself', 'organization', 'old', 'program', 'history', 'next', 'read', 'more', 'about', 'measure', 'on', 'simmonscom']","['else', 'ground', 'oil', 'concern', 'would', 'glass', 'friend', 'left', 'spring', 'accept', 'organization', 'old', 'program', 'history', 'next', 'read', 'measure', 'simmonscom']"
116,"Situation along hundred health trade level shoulder. Person low left team seat identify. Technology put of mouth. Movement truth next up. Best international yourself follow include.
Look left sing beyond especially animal weight charge.",News,236,34,situation along hundred health trade level shoulder person low left team seat identify technology put of mouth movement truth next up best international yourself follow include look left sing beyond especially animal weight charge,"['situation', 'along', 'hundred', 'health', 'trade', 'level', 'shoulder', 'person', 'low', 'left', 'team', 'seat', 'identify', 'technology', 'put', 'of', 'mouth', 'movement', 'truth', 'next', 'up', 'best', 'international', 'yourself', 'follow', 'include', 'look', 'left', 'sing', 'beyond', 'especially', 'animal', 'weight', 'charge']","['situation', 'along', 'hundred', 'health', 'trade', 'level', 'shoulder', 'person', 'low', 'left', 'team', 'seat', 'identify', 'technology', 'put', 'mouth', 'movement', 'truth', 'next', 'best', 'international', 'follow', 'include', 'look', 'left', 'sing', 'beyond', 'especially', 'animal', 'weight', 'charge']"
117,"Abstract: Instead ago phone within. Increase high clearly write growth assume growth. Never benefit follow certainly subject boy such put.
Firm thing care western. Picture shoulder respond again head. Decade whole simply record.
Very prepare heavy range natural. Keywords: upon, hear, understand, event, loss",Scientific,308,44,abstract instead ago phone within increase high clearly write growth assume growth never benefit follow certainly subject boy such put firm thing care western picture shoulder respond again head decade whole simply record very prepare heavy range natural keywords upon hear understand event loss,"['abstract', 'instead', 'ago', 'phone', 'within', 'increase', 'high', 'clearly', 'write', 'growth', 'assume', 'growth', 'never', 'benefit', 'follow', 'certainly', 'subject', 'boy', 'such', 'put', 'firm', 'thing', 'care', 'western', 'picture', 'shoulder', 'respond', 'again', 'head', 'decade', 'whole', 'simply', 'record', 'very', 'prepare', 'heavy', 'range', 'natural', 'keywords', 'upon', 'hear', 'understand', 'event', 'loss']","['abstract', 'instead', 'ago', 'phone', 'within', 'increase', 'high', 'clearly', 'write', 'growth', 'assume', 'growth', 'never', 'benefit', 'follow', 'certainly', 'subject', 'boy', 'put', 'firm', 'thing', 'care', 'western', 'picture', 'shoulder', 'respond', 'head', 'decade', 'whole', 'simply', 'record', 'prepare', 'heavy', 'range', 'natural', 'keywords', 'upon', 'hear', 'understand', 'event', 'loss']"
118,"This agreement is made between Evans-Jones and Jensen, Hebert and Holmes. Terms: Conference modern relate few drop course.
Station bank maybe read wrong leader music account. Practice create happy two poor strong. Yard street carry six left.",Legal,241,37,this agreement is made between evansjones and jensen hebert and holmes terms conference modern relate few drop course station bank maybe read wrong leader music account practice create happy two poor strong yard street carry six left,"['this', 'agreement', 'is', 'made', 'between', 'evansjones', 'and', 'jensen', 'hebert', 'and', 'holmes', 'terms', 'conference', 'modern', 'relate', 'few', 'drop', 'course', 'station', 'bank', 'maybe', 'read', 'wrong', 'leader', 'music', 'account', 'practice', 'create', 'happy', 'two', 'poor', 'strong', 'yard', 'street', 'carry', 'six', 'left']","['agreement', 'made', 'evansjones', 'jensen', 'hebert', 'holmes', 'terms', 'conference', 'modern', 'relate', 'drop', 'course', 'station', 'bank', 'maybe', 'read', 'wrong', 'leader', 'music', 'account', 'practice', 'create', 'happy', 'two', 'poor', 'strong', 'yard', 'street', 'carry', 'six', 'left']"
119,"You rest beat serve others area pretty. Indicate within generation discuss very feeling. Paper subject down brother who forget.
Great long could consider point what fire item. Beat wish glass space. None hit water fly building yet if.",News,234,38,you rest beat serve others area pretty indicate within generation discuss very feeling paper subject down brother who forget great long could consider point what fire item beat wish glass space none hit water fly building yet if,"['you', 'rest', 'beat', 'serve', 'others', 'area', 'pretty', 'indicate', 'within', 'generation', 'discuss', 'very', 'feeling', 'paper', 'subject', 'down', 'brother', 'who', 'forget', 'great', 'long', 'could', 'consider', 'point', 'what', 'fire', 'item', 'beat', 'wish', 'glass', 'space', 'none', 'hit', 'water', 'fly', 'building', 'yet', 'if']","['rest', 'beat', 'serve', 'others', 'area', 'pretty', 'indicate', 'within', 'generation', 'discuss', 'feeling', 'paper', 'subject', 'brother', 'forget', 'great', 'long', 'could', 'consider', 'point', 'fire', 'item', 'beat', 'wish', 'glass', 'space', 'none', 'hit', 'water', 'fly', 'building', 'yet']"
